ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
53C5,Feminino,34,Pardo,Ensino Superior,AP,5,Contabilidade,Analista Junior
A4E5,Masculino,22,Branco,Ensino Superior,RJ,4,Desenvolvimento de Produtos,Analista Senior
59EB,Masculino,25,Pardo,Mestrado,MA,,Contabilidade,Analista Pleno
27EE,Masculino,44,Pardo,Ensino Superior,AC,5,Marketing,Analista Junior
B16B,Feminino,6,Preto,Ensino Superior,AL,,Recursos Humanos,Analista Junior
0AC4,Masculino,24,Pardo,Ensino Superior,PR,5,Compras,Analista Pleno
2C95,Masculino,24,Branco,Doutorado,MA,6,Marketing,Analista Junior
1960,Masculino,27,Preto,Ensino Superior,SE,8,Desenvolvimento de Produtos,Analista Pleno
841C,Masculino,31,Branco,Ensino Superior,SP,6,Operacoes,Analista Pleno
2EFD,Feminino,35,Pardo,Mestrado,DF,2,Administrativo,Analista Junior
F7BB,Masculino,22,Pardo,Ensino Superior,MA,,TI,Analista Junior
A227,Masculino,36,Pardo,Ensino Superior,RR,5,Administrativo,Gerente
CADC,Masculino,33,Branco,Ensino Superior,RJ,10,Desenvolvimento de Produtos,Analista Junior
6496,Feminino,27,Branco,Ensino Superior,TO,2,Operacoes,Analista Senior
912F,Masculino,40,Branco,Ensino Superior,PB,8,Operacoes,Analista Junior
E04C,Masculino,21,Branco,Ensino Superior,RN,5,Operacoes,Analista Junior
AF42,Masculino,48,Pardo,Ensino Medio,RJ,3,Desenvolvimento de Produtos,Analista Junior
045A,Masculino,20,Branco,Mestrado,RR,,Compras,Analista Pleno
A715,Masculino,37,Pardo,Ensino Superior,RR,5,Operacoes,Gerente
C920,Masculino,47,Pardo,Ensino Superior,AP,2,Administrativo,Analista Pleno
DEC7,Feminino,31,Branco,Pos graduacao,RS,5,Operacoes,Gerente
21DF,Masculino,36,Pardo,Pos graduacao,PA,6,Administrativo,Analista Junior
C621,Feminino,42,Branco,Ensino Superior,PI,7,Marketing,Analista Pleno
996D,Masculino,40,Pardo,Ensino Superior,AP,6,Marketing,Analista Senior
08DA,Masculino,25,Pardo,Mestrado,SP,,TI,Analista Pleno
62CA,Masculino,25,Branco,Pos graduacao,GO,4,Operacoes,Analista Senior
0CAF,Feminino,48,Branco,Ensino Medio,RO,5,Marketing,Analista Pleno
E522,Masculino,25,Branco,Ensino Superior,CE,6,Operacoes,Analista Senior
5FB8,Masculino,25,Branco,Ensino Superior,SP,0,TI,Gerente
4D94,Masculino,42,Pardo,Ensino Superior,BA,6,Contabilidade,Gerente
A8BA,Masculino,25,Pardo,Ensino Superior,RN,3,TI,Analista Junior
7B34,Masculino,34,Preto,Ensino Medio,MG,7,Administrativo,Analista Junior
97E4,Masculino,43,Pardo,Ensino Superior,PR,0,Compras,Analista Pleno
246E,Masculino,22,Branco,Ensino Superior,RJ,,TI,Analista Senior
364B,Masculino,20,Branco,Ensino Superior,CE,,Contabilidade,Analista Senior
B788,Masculino,43,Pardo,Ensino Superior,MG,8,Marketing,Analista Junior
C46D,Feminino,32,Branco,Pos graduacao,AP,10,Compras,Analista Senior
17E7,Masculino,43,Pardo,Doutorado,PE,3,Desenvolvimento de Produtos,Analista Junior
4177,Masculino,36,Branco,Ensino Superior,TO,7,Compras,Gerente
FEE8,Feminino,23,Branco,Ensino Medio,DF,6,Vendas,Gerente
197E,Masculino,21,Pardo,Ensino Superior,RN,1,Marketing,Analista Pleno
7A4C,Masculino,21,Branco,Ensino Superior,TO,,TI,Analista Pleno
AD81,Masculino,19,Branco,Mestrado,PR,4,TI,Analista Pleno
35C0,Feminino,49,Pardo,Ensino Superior,MG,9,Operacoes,Gerente
8907,Masculino,22,Pardo,Pos graduacao,RS,5,Compras,Analista Junior
956E,Feminino,38,Pardo,Ensino Superior,SC,6,TI,Analista Junior
FFC2,Masculino,18,Branco,Mestrado,SP,,Contabilidade,Gerente
F124,Feminino,38,Pardo,Ensino Superior,GO,3,Administrativo,Analista Junior
9472,Feminino,42,Branco,Ensino Superior,PA,,Desenvolvimento de Produtos,Analista Junior
1C01,Masculino,30,Branco,Ensino Superior,AC,8,Marketing,Analista Junior
7632,Masculino,30,Pardo,Mestrado,TO,11,Desenvolvimento de Produtos,Gerente
32EC,Masculino,29,Branco,Ensino Superior,SE,5,Administrativo,Analista Senior
0864,Masculino,20,Pardo,Ensino Superior,AC,1,Administrativo,Analista Senior
2EFA,Masculino,34,Pardo,Ensino Superior,RJ,9,Administrativo,Analista Pleno
1C4E,Masculino,34,Branco,Ensino Superior,PR,2,Marketing,Analista Junior
6A9F,Masculino,33,Pardo,Ensino Superior,MG,6,Desenvolvimento de Produtos,Analista Pleno
8E33,Masculino,37,Branco,Pos graduacao,RJ,6,Compras,Gerente
52B2,Masculino,21,Branco,Ensino Superior,AP,4,Vendas,Analista Senior
B331,Masculino,31,Pardo,Doutorado,RS,6,Vendas,Analista Senior
31A6,Feminino,27,Pardo,Ensino Superior,PE,9,Contabilidade,Analista Pleno
A2A9,Masculino,51,Pardo,Ensino Superior,PI,2,Vendas,Analista Junior
9E51,Feminino,21,Pardo,Ensino Superior,RO,,Marketing,Analista Pleno
2257,Masculino,46,Pardo,Ensino Superior,SP,3,Operacoes,Analista Pleno
3BE4,Masculino,42,Branco,Doutorado,RJ,5,Compras,Analista Senior
04E2,Masculino,30,Branco,Ensino Superior,TO,3,Operacoes,Analista Pleno
C639,Masculino,41,Pardo,Ensino Superior,RJ,4,Marketing,Analista Senior
F4A7,Masculino,31,Pardo,Ensino Superior,DF,6,Vendas,Analista Pleno
E4EA,Masculino,35,Branco,Ensino Superior,PA,9,Recursos Humanos,Gerente
7DE3,Masculino,25,Pardo,Ensino Superior,MT,9,Operacoes,Analista Junior
F89A,Masculino,45,Pardo,Ensino Superior,AC,5,Vendas,Analista Senior
07AB,Masculino,40,Branco,Ensino Superior,TO,4,Recursos Humanos,Analista Pleno
0768,Masculino,24,Pardo,Ensino Superior,SP,10,Operacoes,Analista Pleno
06D2,Masculino,23,Branco,Ensino Superior,SP,6,Administrativo,Analista Pleno
CA05,Masculino,22,Preto,Ensino Medio,AP,4,Marketing,Analista Senior
2D7C,Masculino,25,Pardo,Ensino Superior,SC,8,Contabilidade,Analista Junior
05A1,Feminino,34,Pardo,Ensino Superior,PR,,TI,Analista Pleno
C0A0,Feminino,39,Branco,Ensino Superior,AL,1,Marketing,Gerente
600F,Feminino,26,Branco,Ensino Superior,AM,3,Vendas,Analista Pleno
C05A,Masculino,20,Preto,Ensino Superior,SC,0,Compras,Estagiario
20A0,Masculino,19,Pardo,Pos graduacao,PR,3,Vendas,Gerente
92C9,Feminino,24,Pardo,Ensino Superior,MA,4,Administrativo,Analista Junior
7BEA,Masculino,19,Branco,Ensino Superior,SC,4,Vendas,Analista Pleno
39AC,Masculino,21,Branco,Ensino Superior,SC,,Compras,Gerente
47F6,Masculino,41,Branco,Ensino Superior,TO,7,Compras,Analista Junior
73FB,Masculino,24,Branco,Pos graduacao,MG,9,Desenvolvimento de Produtos,Analista Pleno
5B23,Masculino,25,Branco,Ensino Superior,RN,7,Marketing,Analista Pleno
39AA,Masculino,31,Branco,Doutorado,RJ,10,TI,Analista Senior
D6A4,Masculino,42,Pardo,Ensino Superior,AL,8,Recursos Humanos,Analista Junior
5E34,Masculino,26,Pardo,Doutorado,RO,3,Contabilidade,Analista Junior
9126,Masculino,22,Pardo,Ensino Superior,MA,4,Administrativo,Analista Junior
94B0,Masculino,43,Branco,Ensino Superior,GO,1,Vendas,Analista Pleno
6842,Masculino,24,Branco,Ensino Superior,MT,7,Contabilidade,Analista Junior
4917,Feminino,32,Pardo,Ensino Superior,AL,0,Vendas,Analista Junior
E6BC,Masculino,19,Branco,Pos graduacao,SE,,Vendas,Analista Junior
60B0,Masculino,30,Pardo,Mestrado,SP,10,Operacoes,Analista Senior
4BF9,Masculino,38,Preto,Pos graduacao,RS,8,Desenvolvimento de Produtos,Analista Junior
0402,Feminino,18,Pardo,Ensino Superior,RN,,TI,Analista Pleno
5932,Feminino,31,Branco,Ensino Superior,MG,5,Operacoes,Analista Senior
1385,Masculino,35,Branco,Ensino Superior,SP,9,TI,Analista Junior
CE5C,Masculino,36,Pardo,Ensino Superior,PR,10,Operacoes,Gerente
C95D,Masculino,18,Branco,Mestrado,RJ,,Recursos Humanos,Gerente
8DD5,Masculino,33,Pardo,Ensino Superior,SC,7,Marketing,Gerente
9E07,Masculino,19,Branco,Ensino Superior,PA,,Marketing,Analista Junior
E500,Masculino,27,Branco,Pos graduacao,ES,7,Vendas,Gerente
680C,Masculino,34,Indigena,Ensino Superior,CE,3,Operacoes,Analista Pleno
F8AA,Masculino,43,Branco,Ensino Superior,RS,10,Contabilidade,Analista Junior
D5D1,Masculino,24,Pardo,Ensino Superior,SC,5,Vendas,Analista Senior
B213,Feminino,23,Pardo,Ensino Superior,PA,6,Vendas,Analista Senior
3CA9,Masculino,33,Branco,Ensino Superior,SC,8,TI,Analista Pleno
6CF4,Masculino,25,Pardo,Ensino Superior,PR,10,Marketing,Gerente
28BA,Masculino,42,Branco,Ensino Superior,PE,3,Administrativo,Analista Junior
A32E,Masculino,26,Branco,Ensino Superior,MA,7,Administrativo,Analista Senior
21FD,Masculino,42,Pardo,Pos graduacao,AP,8,TI,Analista Junior
C586,Masculino,37,Branco,Ensino Medio,AL,,Vendas,Analista Senior
D983,Masculino,24,Pardo,Ensino Superior,AL,9,Vendas,Analista Junior
D89D,Masculino,40,Pardo,Pos graduacao,SC,7,Marketing,Analista Junior
162B,Feminino,20,Branco,Ensino Superior,PE,5,Desenvolvimento de Produtos,Analista Junior
B72D,Masculino,50,Branco,Pos graduacao,RJ,5,Desenvolvimento de Produtos,Analista Senior
4D1E,Masculino,23,Pardo,Ensino Superior,SE,,Administrativo,Analista Pleno
7907,Feminino,30,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
E5C4,Masculino,22,Pardo,Ensino Superior,SC,4,Desenvolvimento de Produtos,Analista Junior
D53C,Feminino,27,Preto,Ensino Superior,RS,2,Compras,Analista Junior
EEF9,Masculino,36,Branco,Ensino Superior,RS,2,Vendas,Analista Pleno
120D,Masculino,43,Branco,Ensino Superior,RJ,0,Desenvolvimento de Produtos,Gerente
893F,Masculino,25,Pardo,Ensino Superior,SP,,TI,Analista Senior
7EA1,Masculino,34,Preto,Doutorado,RJ,4,Recursos Humanos,Analista Pleno
E6EF,Masculino,35,Preto,Ensino Superior,MG,4,Administrativo,Analista Senior
DD94,Masculino,30,Pardo,Pos graduacao,SC,2,Operacoes,Analista Senior
8B89,Masculino,31,Branco,Mestrado,BA,4,Operacoes,Analista Senior
1EB2,Feminino,25,Branco,Mestrado,ES,5,Administrativo,Analista Junior
55EC,Feminino,30,Preto,Mestrado,AC,2,Compras,Analista Pleno
CF1E,Masculino,50,Branco,Mestrado,GO,5,Contabilidade,Analista Junior
8F64,Masculino,20,Branco,Ensino Superior,RS,6,Vendas,Analista Pleno
BD9E,Feminino,20,Branco,Mestrado,SE,0,TI,Analista Senior
3297,Feminino,55,Pardo,Ensino Superior,RJ,,Compras,Analista Senior
5ED2,Masculino,25,Branco,Mestrado,SP,3,Marketing,Analista Junior
07AB,Feminino,31,Branco,Mestrado,RR,8,Desenvolvimento de Produtos,Analista Junior
64D4,Masculino,48,Pardo,Ensino Superior,PB,6,Administrativo,Analista Junior
968A,Feminino,21,Pardo,Pos graduacao,SP,2,TI,Analista Senior
6E40,Masculino,27,Pardo,Ensino Superior,MG,6,Vendas,Analista Senior
A41D,Masculino,36,Branco,Ensino Superior,SE,2,Operacoes,Analista Junior
0CAD,Feminino,29,Pardo,Ensino Medio,MG,6,Recursos Humanos,Gerente
59CB,Masculino,38,Pardo,Doutorado,RO,7,Desenvolvimento de Produtos,Analista Junior
992F,Masculino,29,Preto,Ensino Superior,SE,10,Compras,Analista Pleno
BA2A,Masculino,22,Preto,Ensino Superior,RJ,8,Compras,Analista Pleno
EED3,Masculino,34,Branco,Ensino Superior,RJ,5,Compras,Analista Junior
321A,Masculino,28,Branco,Ensino Superior,SP,6,Desenvolvimento de Produtos,Analista Junior
03C1,Masculino,51,Branco,Ensino Superior,RJ,4,Vendas,Analista Pleno
6CBD,Feminino,20,Pardo,Pos graduacao,RR,,Contabilidade,Analista Senior
1D30,Masculino,34,Branco,Ensino Superior,SP,10,Recursos Humanos,Analista Senior
644D,Masculino,28,Preto,Ensino Superior,TO,6,Marketing,Analista Junior
0D61,Feminino,24,Preto,Doutorado,AC,3,Compras,Analista Junior
C498,Masculino,30,Pardo,Ensino Superior,TO,5,Compras,Analista Senior
A422,Masculino,28,Branco,Ensino Superior,PB,0,Marketing,Gerente
81BD,Masculino,22,Pardo,Ensino Medio,SP,2,Vendas,Analista Senior
11DB,Masculino,31,Pardo,Pos graduacao,SE,2,Vendas,Analista Senior
3560,Feminino,21,Pardo,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Junior
4BBE,Masculino,23,Pardo,Ensino Superior,MS,5,Contabilidade,Gerente
9E86,Feminino,19,Branco,Ensino Superior,MT,,Marketing,Gerente
1E82,Masculino,21,Pardo,Mestrado,MG,3,Marketing,Analista Senior
C23F,Masculino,20,Pardo,Pos graduacao,SC,,Desenvolvimento de Produtos,Estagiario
0191,Feminino,20,Pardo,Doutorado,BA,,Operacoes,Estagiario
EA7E,Masculino,43,Branco,Ensino Superior,MG,4,Vendas,Analista Pleno
916D,Feminino,30,Pardo,Pos graduacao,RS,3,TI,Analista Junior
2E9C,Masculino,20,Branco,Ensino Superior,SP,,Operacoes,Analista Junior
CEF5,Feminino,37,Pardo,Ensino Superior,RJ,6,Marketing,Analista Pleno
4D8D,Masculino,31,Pardo,Ensino Superior,MG,8,Recursos Humanos,Analista Pleno
FA20,Masculino,42,Pardo,Ensino Superior,AL,12,TI,Analista Pleno
FF74,Masculino,24,Branco,Pos graduacao,PE,7,Desenvolvimento de Produtos,Analista Pleno
6AAF,Masculino,28,Pardo,Pos graduacao,RO,8,Operacoes,Analista Senior
0C62,Masculino,37,Pardo,Ensino Superior,AC,8,Marketing,Analista Junior
93D0,Feminino,18,Preto,Ensino Superior,PE,,Compras,Gerente
BA22,Masculino,31,Pardo,Pos graduacao,MT,10,Compras,Analista Senior
FDBF,Feminino,18,Pardo,Ensino Superior,MS,,Contabilidade,Estagiario
C9E5,Feminino,32,Branco,Ensino Superior,RJ,6,Administrativo,Analista Senior
6D46,Masculino,41,Pardo,Ensino Superior,RO,6,Marketing,Gerente
F5A5,Masculino,26,Pardo,Ensino Superior,PR,7,Desenvolvimento de Produtos,Analista Pleno
49F4,Masculino,35,Branco,Doutorado,RS,5,TI,Analista Pleno
B9B4,Feminino,31,Preto,Ensino Superior,RJ,2,Recursos Humanos,Gerente
1447,Masculino,20,Branco,Ensino Superior,DF,,Desenvolvimento de Produtos,Analista Pleno
1FF5,Masculino,21,Pardo,Doutorado,RR,,Administrativo,Analista Junior
E2A8,Masculino,32,Branco,Doutorado,RO,,Contabilidade,Analista Pleno
11C9,Masculino,34,Pardo,Pos graduacao,SC,3,Contabilidade,Analista Junior
ECAE,Masculino,37,Branco,Ensino Superior,DF,6,TI,Analista Junior
40BD,Masculino,32,Pardo,Ensino Superior,RS,5,Contabilidade,Analista Senior
FC95,Masculino,24,Branco,Pos graduacao,PB,5,Desenvolvimento de Produtos,Analista Junior
206A,Masculino,20,Branco,Ensino Superior,AP,,TI,Gerente
BB1D,Masculino,35,Branco,Pos graduacao,PA,9,Contabilidade,Analista Junior
4021,Masculino,23,Branco,Ensino Superior,RS,9,Vendas,Analista Junior
C90B,Masculino,34,Pardo,Ensino Superior,AM,5,Operacoes,Analista Junior
AED3,Feminino,29,Preto,Pos graduacao,RS,6,Vendas,Analista Pleno
4D67,Masculino,22,Preto,Ensino Superior,SP,5,Administrativo,Analista Junior
99DE,Feminino,45,Pardo,Ensino Superior,RS,4,Administrativo,Analista Senior
D9B4,Masculino,19,Pardo,Ensino Superior,BA,4,Contabilidade,Gerente
6E89,Masculino,40,Branco,Ensino Superior,PR,1,TI,Analista Pleno
39A1,Masculino,26,Pardo,Ensino Superior,AP,4,Recursos Humanos,Analista Junior
1150,Masculino,34,Preto,Ensino Superior,SP,,Administrativo,Analista Pleno
DB53,Feminino,40,Pardo,Doutorado,PI,7,Desenvolvimento de Produtos,Analista Junior
8428,Masculino,41,Pardo,Ensino Superior,PR,4,Recursos Humanos,Analista Pleno
6CD1,Masculino,40,Branco,Ensino Superior,RR,6,Desenvolvimento de Produtos,Gerente
E747,Feminino,31,Branco,Ensino Superior,MG,3,Contabilidade,Analista Pleno
6653,Masculino,34,Pardo,Doutorado,RJ,10,TI,Analista Junior
3F9D,Masculino,32,Branco,Ensino Superior,PR,7,Contabilidade,Analista Senior
AB59,Feminino,24,Branco,Ensino Superior,RN,7,Compras,Analista Junior
9DC8,Masculino,35,Branco,Ensino Superior,PB,8,Desenvolvimento de Produtos,Analista Junior
0907,Masculino,32,Pardo,Ensino Superior,SP,8,Recursos Humanos,Analista Junior
625F,Feminino,30,Branco,Ensino Superior,PA,0,Compras,Analista Junior
07EE,Masculino,30,Branco,Ensino Superior,MT,9,Compras,Analista Pleno
5714,Masculino,27,Branco,Pos graduacao,MG,8,Compras,Analista Pleno
B3BD,Feminino,23,Branco,Ensino Superior,RS,8,Desenvolvimento de Produtos,Analista Junior
6F02,Masculino,34,Pardo,Mestrado,RJ,7,Desenvolvimento de Produtos,Analista Junior
E6D0,Masculino,20,Preto,Pos graduacao,SC,4,Marketing,Analista Pleno
36C7,Feminino,28,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
3656,Masculino,47,Pardo,Mestrado,RJ,7,Marketing,Gerente
F3EC,Feminino,46,Pardo,Doutorado,RR,5,Recursos Humanos,Analista Junior
EA83,Feminino,31,Branco,Doutorado,PI,8,Compras,Analista Senior
3095,Masculino,19,Pardo,Ensino Superior,TO,,Contabilidade,Analista Pleno
CAE9,Masculino,37,Branco,Ensino Superior,PR,5,Operacoes,Gerente
5E3C,Masculino,33,Pardo,Mestrado,SP,0,Compras,Gerente
26C8,Masculino,37,Branco,Doutorado,SP,9,Vendas,Analista Junior
D93F,Masculino,46,Branco,Ensino Superior,CE,3,Vendas,Analista Pleno
19C9,Masculino,18,Pardo,Mestrado,MG,4,Operacoes,Gerente
DA76,Masculino,28,Branco,Ensino Superior,MG,6,Vendas,Analista Junior
475D,Feminino,30,Pardo,Pos graduacao,SC,7,Compras,Analista Senior
4DBA,Feminino,23,Pardo,Pos graduacao,AL,0,Compras,Analista Senior
6061,Masculino,21,Pardo,Ensino Superior,AM,2,Vendas,Analista Pleno
9327,Masculino,27,Pardo,Ensino Superior,PI,7,Contabilidade,Analista Senior
A12F,Masculino,33,Branco,Ensino Superior,AL,4,Vendas,Analista Pleno
5016,Masculino,32,Preto,Doutorado,RN,9,Compras,Gerente
07A4,Masculino,20,Pardo,Ensino Superior,PE,4,Desenvolvimento de Produtos,Analista Pleno
F497,Masculino,33,Branco,Mestrado,MG,4,Desenvolvimento de Produtos,Analista Junior
9BB1,Masculino,19,Branco,Pos graduacao,RN,,Recursos Humanos,Analista Junior
30CF,Feminino,42,Branco,Doutorado,SP,4,Marketing,Analista Pleno
DD73,Masculino,37,Pardo,Pos graduacao,DF,12,Operacoes,Gerente
7D84,Masculino,18,Branco,Ensino Superior,GO,,TI,Estagiario
0E79,Feminino,35,Preto,Ensino Superior,RS,5,Operacoes,Analista Junior
C678,Masculino,26,Pardo,Pos graduacao,AC,7,Vendas,Analista Junior
A05D,Feminino,58,Pardo,Mestrado,GO,3,Vendas,Gerente
372C,Feminino,22,Pardo,Mestrado,MT,3,Compras,Analista Junior
C69D,Masculino,27,Pardo,Pos graduacao,SC,3,Compras,Analista Junior
1FED,Masculino,39,Branco,Ensino Medio,SP,11,Desenvolvimento de Produtos,Analista Senior
6F91,Feminino,21,Preto,Pos graduacao,RJ,,Marketing,Analista Junior
F7E8,Masculino,32,Branco,Ensino Superior,TO,7,Desenvolvimento de Produtos,Analista Junior
ADE0,Feminino,30,Branco,Ensino Superior,RN,4,Administrativo,Gerente
353F,Masculino,41,Branco,Ensino Medio,PI,,Administrativo,Analista Senior
253A,Masculino,25,Branco,Ensino Superior,MG,9,Compras,Gerente
AF93,Masculino,29,Pardo,Ensino Medio,MG,4,Vendas,Analista Senior
EBBD,Masculino,31,Pardo,Mestrado,AM,2,Recursos Humanos,Gerente
F670,Masculino,18,Pardo,Ensino Superior,RJ,,Operacoes,Analista Junior
6964,Masculino,29,Pardo,Pos graduacao,RS,2,Contabilidade,Analista Senior
942C,Feminino,37,Pardo,Mestrado,MT,4,Operacoes,Gerente
CB18,Masculino,27,Branco,Ensino Superior,SP,5,Recursos Humanos,Analista Junior
CA4B,Feminino,18,Branco,Ensino Superior,SP,,Recursos Humanos,Analista Pleno
C42F,Feminino,20,Branco,Ensino Superior,GO,2,Contabilidade,Analista Junior
33C2,Masculino,25,Branco,Pos graduacao,RO,7,Compras,Analista Junior
1401,Masculino,27,Pardo,Ensino Superior,DF,4,Compras,Analista Junior
E7C9,Masculino,37,Branco,Mestrado,MG,,Marketing,Analista Junior
CF15,Masculino,21,Pardo,Ensino Superior,AM,4,Operacoes,Analista Pleno
5BF3,Masculino,19,Pardo,Pos graduacao,MG,4,Contabilidade,Gerente
2353,Masculino,32,Preto,Ensino Superior,TO,7,Contabilidade,Gerente
E77E,Masculino,41,Pardo,Ensino Superior,GO,4,Vendas,Gerente
CB01,Masculino,32,Branco,Ensino Superior,RR,7,Operacoes,Gerente
A7D8,Masculino,19,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
2CF7,Masculino,24,Branco,Ensino Superior,GO,5,Administrativo,Analista Junior
9BD6,Masculino,48,Branco,Ensino Superior,AM,3,Compras,Analista Senior
0D7A,Masculino,34,Branco,Ensino Superior,MT,5,Compras,Analista Junior
7834,Masculino,20,Pardo,Ensino Superior,PR,3,Operacoes,Analista Pleno
9DFD,Feminino,32,Branco,Ensino Superior,SP,8,TI,Gerente
7BD9,Masculino,32,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
0CA6,Feminino,24,Pardo,Doutorado,MG,0,Operacoes,Analista Junior
7519,Masculino,24,Preto,Doutorado,PA,5,Recursos Humanos,Analista Junior
B540,Masculino,37,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Junior
6BC4,Masculino,35,Branco,Ensino Superior,MG,5,Compras,Analista Junior
DDBD,Masculino,18,Branco,Ensino Superior,RJ,,Administrativo,Analista Pleno
196F,Masculino,19,Branco,Ensino Superior,PR,,Operacoes,Estagiario
CE5D,Masculino,19,Branco,Doutorado,RS,,Contabilidade,Analista Senior
5F7E,Masculino,36,Branco,Ensino Superior,RN,11,Recursos Humanos,Analista Junior
0E27,Feminino,36,Branco,Pos graduacao,SC,,Recursos Humanos,Analista Senior
230A,Masculino,47,Preto,Ensino Superior,RS,8,Marketing,Analista Pleno
2BC0,Feminino,19,Branco,Ensino Superior,PE,4,Operacoes,Analista Junior
BD18,Masculino,24,Branco,Pos graduacao,MG,6,Operacoes,Analista Pleno
C44B,Masculino,35,Branco,Ensino Superior,RS,5,Administrativo,Analista Pleno
63CE,Masculino,48,Pardo,Ensino Superior,CE,5,Marketing,Analista Junior
6B27,Feminino,24,Branco,Ensino Superior,SP,5,Contabilidade,Analista Junior
D032,Masculino,20,Branco,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
FF6F,Masculino,38,Pardo,Doutorado,GO,14,Contabilidade,Analista Pleno
E071,Masculino,21,Pardo,Ensino Superior,RJ,0,Compras,Analista Pleno
68B4,Feminino,26,Pardo,Ensino Superior,PA,10,Contabilidade,Analista Junior
A977,Masculino,31,Branco,Ensino Superior,SP,4,Operacoes,Analista Senior
56A3,Masculino,35,Pardo,Ensino Superior,RN,6,Administrativo,Analista Pleno
5C8E,Masculino,37,Branco,Ensino Superior,MG,6,Administrativo,Analista Junior
027C,Feminino,22,Branco,Ensino Medio,SP,6,Contabilidade,Analista Junior
F940,Masculino,22,Pardo,Doutorado,BA,4,Compras,Analista Senior
EB73,Masculino,19,Preto,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
5C85,Masculino,33,Pardo,Pos graduacao,CE,9,Recursos Humanos,Analista Senior
17C1,Masculino,28,Pardo,Ensino Superior,PE,6,Desenvolvimento de Produtos,Analista Pleno
5631,Masculino,44,Branco,Ensino Medio,MG,2,Compras,Analista Pleno
06A4,Masculino,31,Branco,Pos graduacao,SP,8,Operacoes,Analista Pleno
BE68,Masculino,21,Pardo,Ensino Superior,RR,5,TI,Analista Pleno
2CC4,Masculino,30,Branco,Pos graduacao,GO,4,Desenvolvimento de Produtos,Analista Senior
3A88,Masculino,20,Pardo,Pos graduacao,DF,0,Compras,Analista Pleno
EC65,Feminino,21,Pardo,Ensino Superior,RS,6,Administrativo,Analista Pleno
1B6B,Masculino,20,Pardo,Ensino Superior,AC,5,Operacoes,Analista Junior
A4FB,Feminino,30,Preto,Ensino Superior,PE,3,Contabilidade,Analista Senior
C069,Feminino,21,Preto,Pos graduacao,SP,2,Marketing,Estagiario
2E9B,Masculino,26,Pardo,Ensino Superior,AC,5,Operacoes,Analista Senior
80CF,Masculino,34,Branco,Ensino Superior,PB,6,Contabilidade,Analista Junior
1098,Masculino,25,Branco,Ensino Superior,MG,0,Operacoes,Analista Junior
87D4,Masculino,25,Pardo,Ensino Superior,PB,6,Compras,Analista Senior
0D59,Masculino,19,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Pleno
C8B7,Feminino,24,Indigena,Ensino Superior,SE,2,Administrativo,Analista Senior
DCE0,Masculino,22,Branco,Ensino Superior,SC,2,Recursos Humanos,Analista Senior
A8B3,Masculino,24,Pardo,Ensino Superior,PI,9,Administrativo,Gerente
1CEC,Masculino,35,Branco,Ensino Superior,MA,10,Operacoes,Analista Pleno
C571,Masculino,29,Pardo,Ensino Medio,PI,0,Administrativo,Gerente
BCAB,Feminino,23,Preto,Pos graduacao,PA,2,Marketing,Analista Senior
A2F8,Feminino,21,Pardo,Pos graduacao,AP,6,Vendas,Analista Junior
0CEF,Masculino,22,Branco,Mestrado,AP,0,Desenvolvimento de Produtos,Analista Pleno
D40D,Masculino,34,Branco,Pos graduacao,SE,7,Operacoes,Analista Pleno
4780,Feminino,30,Pardo,Doutorado,MG,10,Marketing,Analista Junior
2409,Masculino,24,Branco,Doutorado,MG,6,Administrativo,Analista Junior
EDAE,Masculino,34,Pardo,Mestrado,CE,5,Recursos Humanos,Gerente
36A7,Masculino,30,Preto,Ensino Superior,GO,11,Vendas,Analista Pleno
F117,Masculino,35,Branco,Ensino Superior,MA,10,Administrativo,Analista Pleno
9B58,Feminino,37,Branco,Ensino Superior,GO,5,Recursos Humanos,Analista Junior
0316,Masculino,31,Branco,Doutorado,SP,7,TI,Analista Junior
D1D1,Masculino,36,Branco,Ensino Superior,MG,4,Vendas,Analista Senior
B1A0,Masculino,29,Pardo,Ensino Superior,SC,8,Vendas,Analista Pleno
9FDB,Masculino,24,Pardo,Mestrado,SC,1,Operacoes,Analista Pleno
966A,Masculino,25,Pardo,Ensino Superior,SC,,Desenvolvimento de Produtos,Analista Junior
A65F,Masculino,38,Branco,Mestrado,PE,,Marketing,Gerente
1204,Feminino,33,Pardo,Ensino Superior,TO,2,Contabilidade,Analista Pleno
C2F7,Masculino,23,Branco,Mestrado,SC,6,Operacoes,Analista Junior
DD76,Masculino,37,Branco,Pos graduacao,RO,5,Contabilidade,Analista Junior
7280,Feminino,23,Branco,Ensino Superior,MT,4,Recursos Humanos,Analista Pleno
