,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
5706,9C34,Masculino,30,Pardo,Ensino Superior,PR,5,Recursos Humanos,Gerente
5707,6A0E,Masculino,31,Pardo,Ensino Superior,SP,1,Compras,Gerente
5708,E2C3,Masculino,43,Pardo,Pos graduacao,RS,2,Contabilidade,Analista Junior
5709,01A1,Masculino,37,Pardo,Ensino Superior,SP,4,Vendas,Analista Senior
5710,7D1C,Masculino,53,Branco,Pos graduacao,PI,1,Vendas,Analista Junior
5711,F857,Feminino,47,Branco,Pos graduacao,PI,6,Operacoes,Analista Junior
5712,64B3,Masculino,38,Pardo,Ensino Superior,MS,3,Operacoes,Analista Junior
5713,916C,Masculino,42,Branco,Ensino Superior,SP,10,Vendas,Analista Senior
5714,B159,Masculino,26,Pardo,Ensino Superior,MG,5,Administrativo,Analista Junior
5715,E0D4,Feminino,26,Pardo,Ensino Superior,SP,6,TI,Analista Pleno
5716,D2A6,Masculino,53,Branco,Ensino Superior,PR,7,Compras,Analista Junior
5717,F43B,Masculino,34,Pardo,Mestrado,PB,5,Vendas,Analista Junior
5718,06DE,Masculino,32,Pardo,Ensino Superior,PR,5,Contabilidade,Analista Pleno
5719,CA8A,Masculino,38,Pardo,Mestrado,PE,1,Recursos Humanos,Analista Junior
5720,96B6,Masculino,22,Preto,Pos graduacao,RR,1,Recursos Humanos,Gerente
5721,B152,Masculino,19,Branco,Pos graduacao,PB,4,TI,Analista Junior
5722,2E5C,Feminino,33,Pardo,Ensino Superior,SE,,Compras,Analista Pleno
5723,6CB1,Feminino,29,Branco,Ensino Superior,RS,8,TI,Analista Pleno
5724,9674,Feminino,32,Branco,Ensino Superior,SC,7,Desenvolvimento de Produtos,Gerente
5725,C97D,Feminino,33,Pardo,Ensino Superior,SP,3,Desenvolvimento de Produtos,Estagiario
5726,FF8E,Masculino,26,Preto,Pos graduacao,SP,7,Administrativo,Gerente
5727,631A,Feminino,21,Pardo,Ensino Superior,RJ,3,Recursos Humanos,Analista Pleno
5728,1879,Masculino,33,Branco,Ensino Superior,MT,8,Recursos Humanos,Analista Senior
5729,7499,Masculino,45,Branco,Ensino Superior,MS,8,Desenvolvimento de Produtos,Analista Senior
5730,BD1B,Masculino,35,Pardo,Ensino Superior,TO,5,Vendas,Analista Pleno
5731,E0DA,Masculino,30,Pardo,Ensino Superior,RR,0,Administrativo,Analista Pleno
5732,3D1E,Masculino,21,Branco,Ensino Medio,RS,3,Marketing,Analista Senior
5733,001C,Masculino,33,Pardo,Ensino Superior,PB,,Operacoes,Gerente
5734,4745,Masculino,22,Branco,Ensino Superior,PB,7,Administrativo,Analista Senior
5735,A843,Masculino,27,Branco,Ensino Superior,RR,5,Vendas,Analista Junior
5736,0BA8,Masculino,22,Pardo,Ensino Medio,PA,7,Compras,Analista Junior
5737,A47D,Masculino,32,Branco,Ensino Medio,RJ,1,Desenvolvimento de Produtos,Analista Pleno
5738,6D21,Masculino,28,Branco,Ensino Superior,RJ,9,Administrativo,Analista Junior
5739,B9FB,Masculino,41,Branco,Pos graduacao,MA,,TI,Analista Junior
5740,1BDE,Masculino,27,Pardo,Pos graduacao,MG,9,Marketing,Analista Junior
5741,4240,Masculino,20,Branco,Ensino Superior,SE,6,Contabilidade,Analista Senior
5742,6BED,Feminino,22,Branco,Ensino Superior,MS,4,Desenvolvimento de Produtos,Analista Pleno
5743,E4B4,Masculino,26,Pardo,Pos graduacao,SP,,TI,Analista Junior
5744,DED5,Masculino,22,Branco,Ensino Superior,MG,7,TI,Analista Junior
5745,6D7A,Masculino,30,Branco,Mestrado,AL,3,Administrativo,Analista Junior
5746,0CB0,Masculino,38,Branco,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
5747,45CC,Feminino,48,Branco,Ensino Superior,GO,5,Operacoes,Analista Senior
5748,B666,Masculino,35,Pardo,Ensino Superior,RJ,0,Contabilidade,Analista Junior
5749,BE04,Masculino,29,Branco,Ensino Superior,MG,4,Contabilidade,Gerente
5750,955A,Masculino,22,Preto,Ensino Superior,RS,7,Administrativo,Analista Senior
5751,F340,Feminino,27,Pardo,Mestrado,DF,5,Administrativo,Analista Junior
5752,F3FC,Masculino,45,Pardo,Ensino Superior,PR,5,Marketing,Estagiario
5753,01FE,Masculino,21,Branco,Ensino Superior,AM,4,Contabilidade,Analista Senior
5754,F94C,Masculino,38,Pardo,Ensino Superior,RS,2,Recursos Humanos,Analista Junior
5755,6209,Feminino,20,Pardo,Mestrado,MG,,Vendas,Analista Junior
5756,E5FE,Masculino,36,Branco,Ensino Superior,PR,6,Administrativo,Analista Junior
5757,23CF,Feminino,18,Branco,Ensino Superior,SC,,Operacoes,Analista Senior
5758,36C7,Feminino,35,Branco,Ensino Superior,MA,4,Vendas,Analista Junior
5759,B82A,Feminino,22,Pardo,Ensino Superior,ES,3,Desenvolvimento de Produtos,Gerente
5760,83CF,Masculino,38,Branco,Pos graduacao,MG,6,Contabilidade,Gerente
5761,AE37,Masculino,19,Pardo,Doutorado,PI,,Desenvolvimento de Produtos,Gerente
5762,A9B2,Masculino,46,Pardo,Ensino Superior,AM,5,Operacoes,Analista Junior
5763,08F0,Masculino,20,Pardo,Ensino Superior,PR,,Contabilidade,Analista Junior
5764,27C5,Feminino,46,Branco,Ensino Superior,SP,7,Contabilidade,Analista Junior
5765,9739,Feminino,23,Branco,Ensino Superior,RJ,1,Marketing,Analista Junior
5766,E685,Feminino,36,Branco,Ensino Superior,DF,8,Administrativo,Gerente
5767,D0C6,Masculino,35,Pardo,Ensino Superior,MA,10,TI,Analista Senior
5768,BB8D,Masculino,24,Branco,Ensino Superior,MS,7,Recursos Humanos,Analista Pleno
5769,9A2F,Masculino,31,Pardo,Ensino Superior,SE,4,Recursos Humanos,Analista Junior
5770,820B,Feminino,51,Branco,Ensino Superior,PB,6,Vendas,Analista Junior
5771,D384,Feminino,39,Branco,Ensino Superior,RR,6,Compras,Analista Pleno
5772,D228,Masculino,30,Pardo,Ensino Superior,RN,2,TI,Analista Junior
5773,39C2,Masculino,50,Branco,Ensino Superior,BA,3,Recursos Humanos,Analista Pleno
5774,0F47,Masculino,27,Pardo,Ensino Superior,PR,0,Contabilidade,Estagiario
5775,E77F,Feminino,20,Pardo,Ensino Superior,TO,4,TI,Analista Senior
5776,C168,Feminino,33,Branco,Pos graduacao,BA,0,Compras,Analista Senior
5777,4B6E,Masculino,22,Branco,Pos graduacao,SP,5,Desenvolvimento de Produtos,Analista Pleno
5778,CB0B,Masculino,37,Pardo,Ensino Superior,SP,4,Vendas,Analista Junior
5779,7E1D,Masculino,20,Pardo,Pos graduacao,PB,5,Contabilidade,Analista Pleno
5780,D8A0,Masculino,29,Pardo,Ensino Superior,RS,5,Vendas,Estagiario
5781,F014,Masculino,40,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Analista Junior
5782,350C,Masculino,33,Branco,Doutorado,AP,0,Operacoes,Diretor
5783,96B6,Feminino,24,Pardo,Doutorado,RR,5,Contabilidade,Gerente
5784,1F34,Feminino,42,Pardo,Doutorado,CE,8,TI,Analista Senior
5785,7A69,Masculino,25,Branco,Ensino Superior,MG,5,Contabilidade,Analista Pleno
5786,B31F,Masculino,29,Pardo,Pos graduacao,MT,3,Recursos Humanos,Analista Pleno
5787,F653,Masculino,29,Preto,Doutorado,RJ,,Vendas,Estagiario
5788,6E04,Masculino,32,Indigena,Ensino Superior,RR,6,TI,Estagiario
5789,EA4F,Masculino,18,Branco,Pos graduacao,CE,,Compras,Analista Junior
5790,1E22,Masculino,35,Pardo,Pos graduacao,AP,6,Marketing,Analista Senior
5791,578E,Masculino,20,Pardo,Ensino Superior,RJ,,Compras,Analista Junior
5792,71F3,Masculino,22,Pardo,Ensino Superior,MT,7,Desenvolvimento de Produtos,Analista Junior
5793,9E52,Masculino,45,Pardo,Mestrado,SP,0,Contabilidade,Analista Junior
5794,EB71,Masculino,20,Pardo,Pos graduacao,SE,3,Vendas,Analista Pleno
5795,BF3B,Feminino,37,Pardo,Ensino Superior,RJ,5,Marketing,Analista Pleno
5796,8791,Feminino,47,Branco,Ensino Superior,DF,8,TI,Analista Senior
5797,AF12,Masculino,19,Pardo,Pos graduacao,SP,3,Operacoes,Analista Junior
5798,F1CC,Masculino,33,Branco,Ensino Superior,MA,10,Compras,Estagiario
5799,D89E,Masculino,21,Pardo,Ensino Superior,PI,7,Vendas,Analista Junior
5800,A5D3,Masculino,24,Preto,Ensino Superior,RS,3,Marketing,Analista Pleno
5801,3BEC,Masculino,38,Branco,Pos graduacao,PB,9,Desenvolvimento de Produtos,Analista Senior
5802,AF64,Masculino,25,Pardo,Doutorado,TO,,Desenvolvimento de Produtos,Analista Junior
5803,A097,Masculino,37,Branco,Doutorado,ES,9,Contabilidade,Analista Pleno
5804,AE7E,Masculino,55,Pardo,Ensino Superior,BA,4,Recursos Humanos,Analista Senior
5805,5580,Feminino,44,Pardo,Pos graduacao,BA,5,Operacoes,Analista Junior
5806,D487,Masculino,39,Pardo,Ensino Superior,GO,3,TI,Diretor
5807,5416,Feminino,31,Pardo,Ensino Superior,SE,7,Recursos Humanos,Analista Junior
5808,BDC3,Masculino,34,Pardo,Ensino Superior,MG,5,Vendas,Gerente
5809,05D2,Masculino,36,Branco,Ensino Superior,AC,3,Operacoes,Estagiario
5810,2BD9,Masculino,19,Branco,Ensino Superior,BA,,Contabilidade,Analista Senior
5811,34E8,Feminino,22,Pardo,Ensino Superior,RJ,8,Vendas,Gerente
5812,8E67,Masculino,32,Preto,Ensino Superior,PR,3,Contabilidade,Gerente
5813,1ED9,Feminino,24,Pardo,Ensino Superior,CE,6,Administrativo,Analista Senior
5814,1F65,Feminino,30,Branco,Mestrado,PB,1,Recursos Humanos,Gerente
5815,E678,Masculino,30,Pardo,Ensino Superior,CE,5,Administrativo,Analista Pleno
5816,B91D,Feminino,33,Pardo,Ensino Superior,SE,4,Vendas,Analista Pleno
5817,72C9,Masculino,29,Preto,Pos graduacao,BA,7,Operacoes,Estagiario
5818,FBD7,Masculino,22,Pardo,Ensino Medio,AP,7,Administrativo,Analista Pleno
5819,0D3A,Masculino,34,Branco,Pos graduacao,CE,0,Administrativo,Gerente
5820,31E3,Masculino,37,Branco,Ensino Superior,RJ,2,Operacoes,Analista Pleno
5821,E4D0,Masculino,25,Amarelo,Doutorado,RJ,2,Contabilidade,Analista Senior
5822,5E7D,Masculino,49,Pardo,Pos graduacao,RO,10,Desenvolvimento de Produtos,Estagiario
5823,44CC,Masculino,30,Branco,Mestrado,CE,1,Vendas,Analista Pleno
5824,6CB9,Feminino,35,Branco,Pos graduacao,PR,4,Compras,Analista Pleno
5825,FFAB,Masculino,44,Branco,Pos graduacao,PA,3,TI,Analista Senior
5826,1359,Masculino,22,Pardo,Mestrado,PR,7,Compras,Estagiario
5827,F879,Masculino,26,Pardo,Ensino Superior,PR,6,Operacoes,Estagiario
5828,AC2B,Feminino,34,Branco,Ensino Superior,SP,7,TI,Analista Pleno
5829,1FE6,Feminino,30,Pardo,Ensino Superior,MG,12,Marketing,Analista Junior
5830,62D5,Masculino,42,Pardo,Ensino Superior,PA,4,Compras,Analista Pleno
5831,5B05,Masculino,24,Branco,Ensino Superior,AC,0,Vendas,Analista Senior
5832,CFAE,Feminino,34,Pardo,Ensino Superior,GO,6,Compras,Analista Junior
5833,E959,Masculino,32,Pardo,Ensino Medio,RN,9,TI,Gerente
5834,F0DC,Masculino,22,Branco,Ensino Superior,SP,2,Marketing,Gerente
5835,AAD9,Masculino,19,Branco,Mestrado,TO,,Desenvolvimento de Produtos,Estagiario
5836,BC65,Masculino,32,Pardo,Ensino Superior,RJ,3,Compras,Analista Pleno
5837,B510,Masculino,35,Branco,Mestrado,DF,4,Desenvolvimento de Produtos,Analista Junior
5838,6AFD,Feminino,56,Branco,Ensino Superior,MG,8,Recursos Humanos,Analista Pleno
5839,A40E,Feminino,24,Branco,Mestrado,TO,5,Contabilidade,Analista Junior
5840,E287,Masculino,39,Preto,Ensino Superior,PE,9,Desenvolvimento de Produtos,Analista Pleno
5841,71FE,Feminino,22,Branco,Ensino Superior,AM,,TI,Gerente
5842,A935,Feminino,34,Pardo,Ensino Superior,SP,7,Contabilidade,Gerente
5843,C9D0,Feminino,27,Branco,Ensino Superior,MT,5,Recursos Humanos,Gerente
5844,4D71,Masculino,30,Pardo,Ensino Superior,AM,7,TI,Analista Senior
5846,D175,Feminino,18,Branco,Pos graduacao,RJ,1,Recursos Humanos,Analista Pleno
5847,F53D,Masculino,18,Pardo,Ensino Superior,PR,3,Operacoes,Analista Senior
5848,A550,Feminino,24,Pardo,Mestrado,MG,8,Marketing,Analista Junior
5850,979A,Masculino,20,Pardo,Ensino Superior,MA,5,Vendas,Analista Senior
5851,F22C,Masculino,28,Pardo,Pos graduacao,PE,9,Vendas,Analista Senior
5852,9E51,Masculino,35,Branco,Ensino Superior,AC,8,Desenvolvimento de Produtos,Analista Junior
5853,CC2D,Masculino,42,Branco,Doutorado,PE,5,Compras,Analista Pleno
5854,B3D6,Masculino,19,Pardo,Ensino Superior,SP,,Operacoes,Analista Junior
5855,3986,Masculino,41,Pardo,Ensino Superior,SP,7,Contabilidade,Analista Junior
5856,C8AF,Feminino,42,Pardo,Mestrado,RR,10,Desenvolvimento de Produtos,Analista Senior
5857,ADEB,Masculino,29,Branco,Pos graduacao,BA,5,Contabilidade,Analista Junior
5858,20CB,Masculino,62,Pardo,Mestrado,RS,7,Desenvolvimento de Produtos,Gerente
5859,895A,Masculino,27,Branco,Ensino Superior,MA,10,Contabilidade,Analista Senior
5860,376A,Feminino,31,Branco,Ensino Superior,PE,8,Marketing,Analista Junior
5861,A8E4,Masculino,32,Branco,Pos graduacao,AM,5,Vendas,Analista Junior
5862,4C02,Masculino,41,Preto,Pos graduacao,AL,6,Operacoes,Analista Junior
5863,526F,Masculino,45,Branco,Pos graduacao,SE,1,TI,Estagiario
5864,FB3F,Masculino,21,Branco,Mestrado,MS,,Recursos Humanos,Analista Junior
5865,8E64,Masculino,25,Pardo,Ensino Superior,RJ,1,Administrativo,Gerente
5866,3293,Masculino,33,Pardo,Ensino Superior,RR,4,Marketing,Analista Pleno
5867,1A66,Masculino,21,Pardo,Ensino Medio,AP,2,Marketing,Analista Junior
5868,1D41,Masculino,35,Pardo,Ensino Superior,MG,0,Recursos Humanos,Analista Senior
5869,6BF0,Feminino,27,Pardo,Ensino Superior,MA,0,Operacoes,Gerente
5870,BAB9,Feminino,41,Branco,Ensino Superior,MG,6,Marketing,Analista Pleno
5871,A92A,Masculino,26,Branco,Pos graduacao,DF,2,Marketing,Analista Pleno
5872,0618,Masculino,29,Pardo,Ensino Superior,RR,11,TI,Gerente
5873,7443,Masculino,44,Pardo,Pos graduacao,TO,7,Contabilidade,Analista Junior
5874,9B80,Feminino,36,Pardo,Doutorado,MT,8,Vendas,Analista Pleno
5875,BC7C,Masculino,33,Branco,Ensino Superior,AC,1,Recursos Humanos,Analista Junior
5876,9D14,Masculino,21,Branco,Ensino Medio,SP,3,Operacoes,Analista Junior
5877,C96F,Masculino,45,Branco,Pos graduacao,PE,2,TI,Analista Senior
5878,62B9,Masculino,30,Branco,Ensino Superior,RS,6,Operacoes,Analista Junior
5879,BC0A,Feminino,44,Branco,Pos graduacao,RN,9,TI,Estagiario
5880,C595,Feminino,41,Branco,Ensino Superior,AL,4,Administrativo,Analista Pleno
5881,953E,Feminino,22,Pardo,Ensino Superior,RO,4,Compras,Analista Junior
5882,20CC,Feminino,18,Branco,Mestrado,MG,4,Contabilidade,Analista Pleno
5883,89EA,Masculino,21,Pardo,Pos graduacao,GO,7,Contabilidade,Gerente
5884,FA98,Masculino,49,Pardo,Ensino Superior,SP,8,Compras,Analista Senior
5885,B71A,Masculino,33,Pardo,Ensino Superior,GO,5,Contabilidade,Analista Junior
5886,2A2B,Masculino,39,Branco,Pos graduacao,GO,0,Desenvolvimento de Produtos,Gerente
5887,C3F1,Masculino,19,Preto,Ensino Superior,RS,3,Marketing,Analista Junior
5888,65D3,Feminino,38,Branco,Ensino Superior,SC,5,Vendas,Analista Senior
5889,393C,Feminino,24,Branco,Ensino Superior,GO,3,Vendas,Analista Senior
5890,0FBC,Masculino,26,Preto,Ensino Superior,RS,5,Marketing,Gerente
5891,343C,Feminino,41,Branco,Ensino Superior,AM,1,Desenvolvimento de Produtos,Analista Junior
5892,9594,Masculino,18,Preto,Doutorado,SC,3,Desenvolvimento de Produtos,Analista Junior
5893,43FA,Feminino,24,Pardo,Ensino Superior,RJ,2,Desenvolvimento de Produtos,Analista Junior
5894,F0F4,Masculino,26,Branco,Ensino Superior,PR,5,Administrativo,Gerente
5895,F8BF,Masculino,48,Preto,Pos graduacao,PB,10,Desenvolvimento de Produtos,Analista Junior
5896,89E9,Masculino,21,Pardo,Ensino Superior,MA,1,TI,Analista Junior
5897,3EF0,Masculino,21,Branco,Ensino Superior,DF,,Recursos Humanos,Analista Pleno
5898,6C44,Masculino,32,Branco,Ensino Superior,SC,1,Desenvolvimento de Produtos,Estagiario
5899,5139,Masculino,37,Branco,Ensino Superior,PR,9,Recursos Humanos,Analista Pleno
5900,CB29,Masculino,19,Preto,Ensino Superior,RN,,Recursos Humanos,Gerente
5901,C1A1,Masculino,20,Branco,Ensino Medio,SP,,Administrativo,Analista Senior
5902,F3C7,Feminino,34,Pardo,Ensino Superior,MG,4,TI,Analista Junior
5903,1DA6,Masculino,43,Pardo,Ensino Superior,DF,1,Operacoes,Analista Pleno
5904,654E,Masculino,34,Pardo,Doutorado,MG,0,Recursos Humanos,Analista Junior
5905,2219,Masculino,21,Branco,Pos graduacao,RO,,Compras,Analista Junior
5906,350D,Masculino,21,Pardo,Ensino Superior,PI,2,Desenvolvimento de Produtos,Analista Senior
5907,E6B3,Feminino,22,Pardo,Doutorado,PB,4,Compras,Analista Pleno
5908,9759,Masculino,26,Branco,Pos graduacao,RN,9,Recursos Humanos,Analista Senior
5909,FF7C,Feminino,35,Branco,Pos graduacao,TO,6,Marketing,Analista Junior
5910,5121,Masculino,34,Pardo,Ensino Superior,MT,5,Administrativo,Analista Junior
5911,BD64,Feminino,30,Branco,Ensino Superior,RN,5,Contabilidade,Estagiario
5912,4FE8,Feminino,30,Branco,Ensino Superior,AM,2,Marketing,Estagiario
5913,6C5D,Masculino,28,Branco,Ensino Superior,RR,6,Contabilidade,Analista Pleno
5914,0C43,Feminino,23,Branco,Ensino Superior,AC,6,Operacoes,Analista Junior
5915,104F,Feminino,23,Branco,Pos graduacao,RN,3,Recursos Humanos,Analista Junior
5916,20BB,Masculino,34,Pardo,Ensino Medio,MG,5,Recursos Humanos,Analista Junior
5917,AB53,Feminino,30,Pardo,Ensino Superior,DF,7,Contabilidade,Analista Junior
5918,80DB,Feminino,36,Pardo,Mestrado,SC,11,Compras,Estagiario
5919,174C,Masculino,43,Branco,Pos graduacao,MS,1,Recursos Humanos,Gerente
5920,47B2,Masculino,18,Branco,Ensino Superior,MG,,Compras,Analista Junior
5921,FB0C,Feminino,25,Branco,Doutorado,GO,8,Compras,Analista Junior
5922,B8B8,Masculino,28,Pardo,Ensino Superior,BA,4,TI,Analista Pleno
5923,95A9,Masculino,21,Branco,Pos graduacao,PR,2,Marketing,Analista Junior
5924,84C1,Masculino,31,Pardo,Pos graduacao,SC,4,Contabilidade,Analista Pleno
5925,2ABB,Feminino,18,Pardo,Mestrado,PI,,Compras,Analista Junior
5926,760B,Masculino,34,Branco,Ensino Superior,RN,,Contabilidade,Analista Junior
5927,8CEE,Masculino,29,Branco,Ensino Medio,RJ,7,Compras,Analista Junior
5928,FD14,Masculino,24,Pardo,Ensino Superior,SC,7,Contabilidade,Analista Junior
5929,D4AE,Feminino,34,Branco,Mestrado,SC,4,Contabilidade,Analista Junior
5930,9BAD,Masculino,52,Preto,Ensino Superior,SP,7,Operacoes,Analista Pleno
5931,CF3E,Feminino,35,Branco,Ensino Superior,RS,7,TI,Analista Pleno
5932,CF32,Masculino,33,Pardo,Ensino Superior,AL,9,TI,Analista Pleno
5933,EF42,Masculino,52,Branco,Mestrado,RJ,2,Operacoes,Analista Pleno
5934,46DF,Feminino,24,Branco,Ensino Superior,RS,,Operacoes,Analista Senior
5935,0778,Feminino,23,Branco,Mestrado,SE,8,Operacoes,Analista Senior
5936,4096,Masculino,19,Branco,Ensino Superior,RR,3,Contabilidade,Analista Junior
5937,18C5,Masculino,37,Pardo,Ensino Superior,PB,3,TI,Analista Pleno
5938,D7C8,Feminino,25,Pardo,Ensino Superior,RJ,6,Administrativo,Analista Junior
5939,18A0,Masculino,36,Branco,Ensino Superior,PR,5,Administrativo,Analista Senior
5940,E93A,Feminino,20,Branco,Pos graduacao,PR,6,Marketing,Analista Senior
5941,9B9A,Masculino,28,Branco,Ensino Superior,BA,13,Desenvolvimento de Produtos,Analista Senior
5942,FEF2,Masculino,21,Preto,Ensino Superior,MG,6,Recursos Humanos,Analista Pleno
5943,32A8,Masculino,20,Branco,Ensino Superior,RR,,Recursos Humanos,Analista Junior
5944,F642,Feminino,28,Pardo,Ensino Superior,AC,1,Contabilidade,Analista Junior
5945,0C7B,Feminino,34,Branco,Ensino Superior,PA,8,Marketing,Analista Senior
5946,89F2,Masculino,41,Pardo,Ensino Superior,GO,4,Desenvolvimento de Produtos,Analista Junior
5947,3A91,Masculino,34,Branco,Ensino Superior,SC,4,Desenvolvimento de Produtos,Analista Senior
5949,6E4B,Masculino,32,Branco,Pos graduacao,SP,8,Recursos Humanos,Analista Junior
5950,F2A6,Masculino,44,Pardo,Ensino Superior,SP,2,Contabilidade,Analista Senior
5951,6A22,Masculino,18,Branco,Ensino Superior,SP,3,Marketing,Analista Junior
5952,17F3,Masculino,28,Pardo,Ensino Superior,SP,7,Marketing,Analista Pleno
5953,DF62,Masculino,39,Pardo,Ensino Superior,RS,10,TI,Analista Pleno
5954,72F5,Masculino,27,Branco,Ensino Superior,RN,4,Recursos Humanos,Gerente
5955,5EDC,Masculino,27,Pardo,Pos graduacao,SP,5,Contabilidade,Estagiario
5956,458A,Masculino,57,Pardo,Pos graduacao,GO,5,Compras,Analista Pleno
5957,5BC4,Masculino,20,Branco,Ensino Superior,RJ,6,Marketing,Analista Pleno
5958,150B,Masculino,33,Branco,Ensino Superior,GO,7,Recursos Humanos,Analista Junior
5959,1BB3,Feminino,43,Branco,Ensino Superior,BA,1,Recursos Humanos,Analista Pleno
5960,4123,Masculino,33,Branco,Ensino Superior,PB,6,Recursos Humanos,Gerente
5961,22C2,Masculino,41,Branco,Ensino Superior,AP,1,TI,Analista Pleno
5963,2942,Masculino,50,Pardo,Ensino Superior,DF,4,Desenvolvimento de Produtos,Analista Junior
5964,87C4,Feminino,26,Pardo,Ensino Superior,SP,5,Vendas,Analista Junior
5965,FB1B,Feminino,30,Branco,Mestrado,RS,6,Desenvolvimento de Produtos,Analista Pleno
5966,708C,Masculino,40,Branco,Ensino Superior,DF,3,Vendas,Analista Pleno
5967,0882,Masculino,,Pardo,Ensino Superior,RJ,0,Contabilidade,Analista Senior
5968,9736,Feminino,19,Preto,Pos graduacao,RN,,Administrativo,Analista Junior
5969,831B,Masculino,44,Branco,Ensino Superior,MT,4,Administrativo,Analista Junior
5970,0BA8,Feminino,22,Pardo,Doutorado,RJ,8,Compras,Gerente
5971,134B,Masculino,39,Branco,Ensino Superior,RS,4,Recursos Humanos,Analista Junior
5972,E0A1,Masculino,45,Pardo,Ensino Superior,MA,10,Administrativo,Analista Pleno
5973,42E8,Masculino,34,Pardo,Ensino Superior,BA,9,Compras,Analista Pleno
5974,45B9,Masculino,29,Branco,Ensino Superior,MA,,Recursos Humanos,Analista Junior
5975,AD5F,Masculino,40,Pardo,Ensino Superior,PR,12,Administrativo,Gerente
5976,4A7D,Feminino,27,Branco,Ensino Superior,SP,4,Compras,Analista Pleno
5977,04CA,Masculino,21,Branco,Pos graduacao,SC,,Compras,Analista Junior
5978,A447,Masculino,19,Pardo,Ensino Superior,PE,,Contabilidade,Analista Pleno
5979,88E9,Masculino,36,Pardo,Ensino Superior,MG,4,Marketing,Analista Junior
5980,C4C4,Masculino,39,Branco,Ensino Superior,PR,3,Marketing,Analista Pleno
5981,0577,Masculino,39,Pardo,Doutorado,SC,4,Vendas,Gerente
5982,1914,Masculino,37,Pardo,Ensino Superior,MT,9,Compras,Analista Pleno
5983,7A18,Masculino,40,Pardo,Ensino Superior,SE,5,Recursos Humanos,Diretor
5984,651F,Masculino,26,Branco,Pos graduacao,CE,7,Vendas,Analista Senior
5985,39D9,Masculino,19,Pardo,Pos graduacao,ES,,Marketing,Analista Pleno
5986,8997,Masculino,19,Branco,Ensino Medio,CE,0,Vendas,Analista Pleno
5987,F85D,Feminino,41,Pardo,Ensino Superior,SC,0,Administrativo,Analista Pleno
5988,64E2,Masculino,44,Branco,Ensino Superior,CE,3,Operacoes,Analista Pleno
5989,C6BD,Feminino,35,Branco,Ensino Superior,AP,8,Recursos Humanos,Analista Pleno
5990,FB21,Masculino,21,Branco,Ensino Superior,SC,,Compras,Analista Junior
5991,28D8,Feminino,28,Pardo,Ensino Superior,RR,6,Operacoes,Analista Senior
5992,9844,Masculino,25,Pardo,Mestrado,RJ,2,Recursos Humanos,Analista Pleno
5993,8FE1,Feminino,42,Preto,Mestrado,MG,4,Desenvolvimento de Produtos,Estagiario
5994,2F56,Masculino,19,Pardo,Ensino Superior,PB,,Recursos Humanos,Gerente
5995,F60A,Feminino,39,Branco,Mestrado,ES,4,Contabilidade,Analista Pleno
5996,C64E,Masculino,32,Branco,Pos graduacao,MT,4,Operacoes,Analista Senior
5997,B36E,Masculino,25,Pardo,Ensino Superior,RS,5,Recursos Humanos,Analista Pleno
5998,EC55,Masculino,28,Pardo,Ensino Superior,SC,3,Vendas,Analista Pleno
5999,B75F,Masculino,35,Pardo,Ensino Superior,AP,2,Marketing,Analista Junior
6000,DE6E,Masculino,40,Pardo,Ensino Superior,RS,2,Desenvolvimento de Produtos,Analista Junior
6001,D7D0,Masculino,46,Branco,Ensino Superior,RS,6,Desenvolvimento de Produtos,Analista Pleno
6002,F132,Masculino,41,Pardo,Ensino Superior,PR,5,TI,Analista Senior
6003,5643,Feminino,34,Branco,Ensino Superior,RJ,10,Marketing,Analista Junior
6004,A627,Masculino,25,Branco,Ensino Superior,SP,8,Administrativo,Analista Senior
6005,1ECA,Feminino,33,Branco,Pos graduacao,RJ,3,Desenvolvimento de Produtos,Estagiario
6006,037E,Feminino,,Pardo,Ensino Superior,SC,6,TI,Gerente
6007,65D0,Masculino,19,Pardo,Ensino Superior,MT,5,Recursos Humanos,Analista Junior
6008,BD70,Masculino,20,Preto,Ensino Superior,RS,6,TI,Gerente
6009,B650,Masculino,18,Branco,Pos graduacao,MG,,Administrativo,Analista Pleno
6010,E2AA,Masculino,22,Pardo,Ensino Superior,BA,,TI,Analista Pleno
6011,2105,Feminino,18,Pardo,Mestrado,SC,3,Administrativo,Estagiario
6012,279B,Masculino,23,Pardo,Ensino Superior,SC,4,TI,Analista Junior
6013,4BE8,Masculino,28,Pardo,Ensino Medio,BA,7,Compras,Analista Senior
6014,11F4,Masculino,33,Branco,Ensino Superior,PR,2,Compras,Analista Junior
6015,127E,Masculino,28,Branco,Ensino Superior,AC,3,Administrativo,Analista Junior
6016,D103,Masculino,37,Pardo,Ensino Superior,MG,0,Recursos Humanos,Analista Pleno
6017,675A,Masculino,36,Pardo,Mestrado,SP,11,Operacoes,Gerente
6018,A5D3,Masculino,21,Pardo,Mestrado,SP,3,TI,Analista Senior
6019,E085,Masculino,18,Branco,Ensino Superior,SP,2,Contabilidade,Analista Junior
6020,970B,Masculino,44,Branco,Pos graduacao,RJ,,Desenvolvimento de Produtos,Analista Junior
